,N,F0,m,d_ms,d0,v0,prob,collision
19566,10.0,-4626.0,696.0,1213.0,5.0,87.0,0.5,1.0
19572,9.0,-4558.0,917.0,598.0,4.0,135.0,0.5,0.0
19573,10.0,-3577.0,643.0,535.0,2.0,125.0,0.5,1.0
19575,10.0,-162.0,841.0,1006.0,5.0,151.0,0.5,1.0
19577,11.0,-1998.0,637.0,1450.0,2.0,98.0,0.5,1.0
19579,11.0,-3301.0,968.0,1208.0,2.0,72.0,0.5,1.0
19587,5.0,-2133.0,961.0,828.0,2.0,91.0,0.5,1.0
19589,9.0,-2798.0,504.0,500.0,5.0,157.0,0.5,0.0
19592,6.0,-323.0,969.0,1447.0,5.0,73.0,0.5,0.0
19595,5.0,-2642.0,551.0,1378.0,3.0,106.0,0.5,1.0
19598,4.0,-4159.0,788.0,681.0,2.0,77.0,0.5,1.0
19599,7.0,-3678.0,699.0,506.0,4.0,111.0,0.5,0.0
19607,8.0,-393.0,772.0,1038.0,2.0,98.0,0.5,1.0
19609,10.0,-3601.0,919.0,1193.0,4.0,100.0,0.5,1.0
19613,7.0,-4834.0,802.0,1060.0,4.0,73.0,0.5,1.0
19614,3.0,-539.0,835.0,545.0,2.0,156.0,0.5,1.0
19617,6.0,-1415.0,517.0,825.0,5.0,60.0,0.5,0.0
19618,7.0,-1151.0,563.0,734.0,2.0,137.0,0.5,1.0
19620,7.0,-3570.0,800.0,766.0,4.0,62.0,0.5,0.0
19621,8.0,-1138.0,860.0,1294.0,5.0,60.0,0.5,0.0
19628,9.0,-4116.0,515.0,733.0,5.0,106.0,0.5,1.0
19629,11.0,-1883.0,994.0,1083.0,3.0,154.0,0.5,1.0
19630,4.0,-1773.0,949.0,580.0,2.0,102.0,0.5,1.0
19634,9.0,-3281.0,812.0,790.0,4.0,135.0,0.5,1.0
19641,11.0,-3076.0,546.0,1214.0,5.0,85.0,0.5,1.0
19644,7.0,-262.0,564.0,1332.0,2.0,82.0,0.5,1.0
19653,10.0,-1008.0,624.0,1286.0,5.0,90.0,0.5,1.0
19657,6.0,-1878.0,899.0,1411.0,2.0,62.0,0.5,1.0
19660,8.0,-3337.0,859.0,1308.0,4.0,146.0,0.5,1.0
19661,4.0,-4594.0,894.0,769.0,4.0,150.0,0.5,0.0
19663,10.0,-4417.0,951.0,723.0,5.0,87.0,0.5,0.0
19667,6.0,-2814.0,723.0,555.0,3.0,157.0,0.5,1.0
19672,8.0,-4354.0,683.0,573.0,2.0,86.0,0.5,1.0
19674,11.0,-3437.0,554.0,1127.0,2.0,143.0,0.5,1.0
19676,10.0,-447.0,948.0,500.0,5.0,109.0,0.5,0.0
19679,8.0,-4590.0,581.0,751.0,2.0,135.0,0.5,1.0
19680,5.0,-857.0,550.0,677.0,3.0,156.0,0.5,1.0
19682,11.0,-2696.0,621.0,867.0,3.0,71.0,0.5,1.0
19683,6.0,-1549.0,772.0,678.0,2.0,133.0,0.5,1.0
19684,4.0,-250.0,794.0,1385.0,4.0,70.0,0.5,0.0
19685,3.0,-1397.0,571.0,1286.0,4.0,98.0,0.5,0.0
19687,3.0,-3870.0,797.0,831.0,5.0,146.0,0.5,0.0
19694,8.0,-4752.0,525.0,1378.0,3.0,104.0,0.5,1.0
19697,9.0,-1829.0,536.0,785.0,5.0,70.0,0.5,0.0
19698,7.0,-2408.0,671.0,816.0,3.0,131.0,0.5,1.0
19700,9.0,-2084.0,549.0,659.0,2.0,81.0,0.5,1.0
19705,8.0,-1377.0,558.0,1342.0,5.0,81.0,0.5,1.0
19706,3.0,-2871.0,503.0,1159.0,3.0,142.0,0.5,0.0
19709,11.0,-1051.0,693.0,1302.0,4.0,143.0,0.5,1.0
19711,4.0,-4668.0,905.0,1447.0,2.0,113.0,0.5,1.0
19722,7.0,-4811.0,695.0,1234.0,2.0,87.0,0.5,1.0
19723,3.0,-2385.0,574.0,987.0,3.0,120.0,0.5,1.0
19725,3.0,-2111.0,870.0,841.0,3.0,138.0,0.5,1.0
19726,9.0,-2379.0,950.0,1056.0,4.0,73.0,0.5,0.0
19728,6.0,-356.0,769.0,535.0,2.0,64.0,0.5,1.0
19730,9.0,-4413.0,646.0,1308.0,2.0,68.0,0.5,1.0
19732,7.0,-4563.0,832.0,1080.0,5.0,100.0,0.5,1.0
19738,4.0,-3681.0,956.0,613.0,4.0,92.0,0.5,0.0
19740,5.0,-1506.0,509.0,615.0,5.0,106.0,0.5,0.0
19741,8.0,-3891.0,733.0,868.0,4.0,125.0,0.5,1.0
19752,9.0,-169.0,654.0,1276.0,5.0,80.0,0.5,0.0
19755,9.0,-1160.0,804.0,643.0,2.0,141.0,0.5,1.0
19760,7.0,-2509.0,707.0,831.0,2.0,82.0,0.5,1.0
19766,3.0,-625.0,901.0,1014.0,5.0,91.0,0.5,0.0
19768,7.0,-4857.0,838.0,1452.0,5.0,154.0,0.5,1.0
19770,4.0,-3697.0,693.0,703.0,5.0,89.0,0.5,0.0
19772,11.0,-2586.0,628.0,845.0,4.0,125.0,0.5,1.0
19774,11.0,-1466.0,684.0,984.0,3.0,67.0,0.5,1.0
19775,9.0,-2188.0,660.0,1252.0,5.0,107.0,0.5,1.0
19777,8.0,-1201.0,543.0,860.0,5.0,60.0,0.5,0.0
19779,4.0,-402.0,915.0,1236.0,3.0,125.0,0.5,1.0
19782,6.0,-4559.0,960.0,1239.0,3.0,96.0,0.5,1.0
19783,6.0,-1924.0,504.0,1018.0,5.0,105.0,0.5,0.0
19784,7.0,-2775.0,569.0,1428.0,4.0,130.0,0.5,1.0
19788,3.0,-1891.0,605.0,608.0,2.0,113.0,0.5,1.0
19789,5.0,-2040.0,657.0,1246.0,2.0,144.0,0.5,1.0
19791,6.0,-3150.0,517.0,853.0,5.0,95.0,0.5,0.0
19798,11.0,-1126.0,740.0,866.0,3.0,124.0,0.5,0.0
19799,4.0,-4545.0,539.0,1396.0,5.0,129.0,0.5,1.0
19800,3.0,-4472.0,650.0,534.0,5.0,79.0,0.5,0.0
19802,9.0,-2784.0,535.0,849.0,4.0,60.0,0.5,1.0
19806,6.0,-4410.0,549.0,1236.0,3.0,115.0,0.5,1.0
19809,4.0,-2442.0,871.0,1370.0,5.0,108.0,0.5,0.0
19814,3.0,-3256.0,858.0,1199.0,3.0,99.0,0.5,1.0
19816,4.0,-4216.0,595.0,1068.0,4.0,157.0,0.5,0.0
19819,7.0,-423.0,524.0,964.0,2.0,82.0,0.5,1.0
19824,11.0,-3876.0,922.0,687.0,5.0,95.0,0.5,0.0
19826,7.0,-2520.0,617.0,896.0,5.0,85.0,0.5,0.0
19830,10.0,-4882.0,691.0,1315.0,2.0,112.0,0.5,1.0
19833,9.0,-547.0,922.0,1220.0,4.0,108.0,0.5,0.0
19834,8.0,-2678.0,501.0,647.0,3.0,130.0,0.5,1.0
19835,4.0,-457.0,669.0,1121.0,2.0,132.0,0.5,1.0
19836,3.0,-3506.0,661.0,1443.0,5.0,129.0,0.5,0.0
19838,11.0,-1340.0,575.0,1287.0,3.0,157.0,0.5,1.0
19841,10.0,-1883.0,804.0,897.0,3.0,69.0,0.5,1.0
19843,6.0,-2186.0,819.0,1060.0,5.0,70.0,0.5,0.0
19845,5.0,-4485.0,686.0,645.0,2.0,95.0,0.5,1.0
19847,10.0,-3130.0,554.0,1304.0,2.0,83.0,0.5,1.0
19848,11.0,-4739.0,971.0,553.0,2.0,67.0,0.5,1.0
19850,8.0,-3555.0,840.0,1170.0,3.0,72.0,0.5,1.0
19853,9.0,-671.0,901.0,1345.0,5.0,60.0,0.5,0.0
19854,9.0,-2418.0,872.0,1272.0,5.0,122.0,0.5,1.0
19855,7.0,-3762.0,996.0,1256.0,2.0,131.0,0.5,1.0
19857,3.0,-4882.0,963.0,1284.0,4.0,74.0,0.5,0.0
19860,11.0,-1540.0,865.0,770.0,3.0,114.0,0.5,0.0
19862,6.0,-4742.0,802.0,1267.0,4.0,70.0,0.5,1.0
19864,6.0,-1097.0,530.0,1428.0,2.0,70.0,0.5,1.0
19865,8.0,-195.0,938.0,575.0,5.0,102.0,0.5,0.0
19866,6.0,-3381.0,787.0,1485.0,3.0,69.0,0.5,1.0
19867,10.0,-3254.0,822.0,1200.0,3.0,149.0,0.5,1.0
19868,9.0,-2395.0,630.0,913.0,4.0,90.0,0.5,1.0
19870,6.0,-525.0,847.0,759.0,5.0,128.0,0.5,0.0
19871,11.0,-1728.0,540.0,939.0,3.0,119.0,0.5,1.0
19873,9.0,-3174.0,817.0,573.0,2.0,74.0,0.5,1.0
19878,10.0,-2032.0,670.0,1060.0,5.0,91.0,0.5,1.0
19880,7.0,-4774.0,628.0,728.0,5.0,95.0,0.5,0.0
19881,10.0,-3375.0,511.0,1459.0,4.0,104.0,0.5,1.0
19882,11.0,-4222.0,640.0,727.0,2.0,105.0,0.5,1.0
19883,10.0,-478.0,772.0,769.0,5.0,151.0,0.5,1.0
19887,4.0,-4616.0,553.0,1038.0,4.0,126.0,0.5,1.0
19889,4.0,-2832.0,636.0,641.0,5.0,147.0,0.5,0.0
19900,3.0,-4203.0,571.0,1391.0,2.0,61.0,0.5,1.0
19901,10.0,-100.0,742.0,845.0,5.0,121.0,0.5,1.0
19906,11.0,-1625.0,687.0,1032.0,4.0,115.0,0.5,1.0
19907,11.0,-1098.0,789.0,967.0,2.0,94.0,0.5,1.0
19911,5.0,-2250.0,744.0,830.0,4.0,134.0,0.5,0.0
19917,3.0,-4745.0,909.0,1178.0,3.0,69.0,0.5,1.0
19918,8.0,-497.0,912.0,710.0,2.0,65.0,0.5,1.0
19931,3.0,-1677.0,760.0,970.0,2.0,91.0,0.5,1.0
19932,6.0,-1280.0,576.0,1325.0,3.0,96.0,0.5,1.0
19934,3.0,-1579.0,991.0,1164.0,3.0,61.0,0.5,1.0
19935,3.0,-4711.0,741.0,639.0,2.0,103.0,0.5,1.0
19937,9.0,-4081.0,744.0,792.0,5.0,154.0,0.5,1.0
19938,11.0,-2669.0,615.0,823.0,5.0,128.0,0.5,1.0
19939,4.0,-734.0,668.0,1399.0,4.0,144.0,0.5,0.0
19940,5.0,-3867.0,902.0,984.0,5.0,104.0,0.5,0.0
19944,7.0,-798.0,892.0,1414.0,5.0,141.0,0.5,0.0
19945,5.0,-180.0,898.0,1214.0,4.0,119.0,0.5,1.0
19947,7.0,-3352.0,710.0,1279.0,5.0,98.0,0.5,1.0
19951,7.0,-239.0,533.0,965.0,4.0,73.0,0.5,0.0
19953,3.0,-4916.0,601.0,1072.0,4.0,74.0,0.5,0.0
19955,6.0,-996.0,623.0,1426.0,3.0,102.0,0.5,1.0
19958,3.0,-1072.0,779.0,1022.0,2.0,146.0,0.5,1.0
19965,8.0,-1469.0,943.0,1426.0,2.0,110.0,0.5,1.0
19966,7.0,-2206.0,867.0,1008.0,3.0,134.0,0.5,1.0
19968,8.0,-3088.0,613.0,704.0,4.0,139.0,0.5,1.0
19970,8.0,-2385.0,537.0,576.0,3.0,93.0,0.5,1.0
19972,7.0,-3220.0,983.0,836.0,5.0,77.0,0.5,0.0
19974,7.0,-2569.0,742.0,900.0,4.0,106.0,0.5,0.0
19976,7.0,-1387.0,990.0,776.0,5.0,132.0,0.5,0.0
19977,9.0,-533.0,584.0,729.0,2.0,126.0,0.5,1.0
19978,4.0,-2469.0,681.0,1196.0,4.0,61.0,0.5,0.0
19980,3.0,-1177.0,509.0,1172.0,5.0,103.0,0.5,0.0
19982,5.0,-3207.0,683.0,1408.0,3.0,62.0,0.5,1.0
19990,8.0,-2955.0,883.0,1323.0,5.0,130.0,0.5,1.0
19992,6.0,-2699.0,617.0,1102.0,4.0,148.0,0.5,1.0
19996,7.0,-4085.0,931.0,690.0,4.0,158.0,0.5,0.0
19997,9.0,-1655.0,780.0,860.0,4.0,124.0,0.5,0.0
0,7.0,-3661.0,694.0,1193.0,4.0,109.0,0.5,1.0
4,4.0,-3660.0,634.0,1178.0,3.0,71.0,0.5,1.0
6,4.0,-570.0,890.0,1338.0,5.0,82.0,0.5,0.0
7,10.0,-4707.0,997.0,969.0,3.0,111.0,0.5,1.0
10,11.0,-2267.0,793.0,746.0,3.0,132.0,0.5,1.0
15,5.0,-866.0,981.0,1365.0,5.0,101.0,0.5,0.0
21,9.0,-3359.0,888.0,886.0,5.0,117.0,0.5,0.0
26,6.0,-2356.0,937.0,1400.0,2.0,84.0,0.5,1.0
28,3.0,-852.0,651.0,1175.0,3.0,104.0,0.5,0.0
29,7.0,-4282.0,797.0,558.0,3.0,76.0,0.5,0.0
32,10.0,-4055.0,828.0,691.0,2.0,94.0,0.5,1.0
33,3.0,-843.0,622.0,1177.0,3.0,110.0,0.5,1.0
35,10.0,-4888.0,949.0,518.0,4.0,159.0,0.5,0.0
39,11.0,-2446.0,663.0,834.0,2.0,97.0,0.5,1.0
40,9.0,-3118.0,506.0,879.0,5.0,61.0,0.5,1.0
42,4.0,-3659.0,524.0,1487.0,3.0,151.0,0.5,1.0
48,3.0,-4917.0,701.0,1388.0,2.0,76.0,0.5,1.0
52,7.0,-454.0,803.0,608.0,4.0,144.0,0.5,1.0
59,4.0,-685.0,994.0,1377.0,2.0,79.0,0.5,1.0
60,5.0,-3388.0,772.0,1220.0,5.0,145.0,0.5,0.0
63,4.0,-3863.0,903.0,657.0,2.0,127.0,0.5,1.0
67,11.0,-765.0,925.0,703.0,5.0,77.0,0.5,0.0
71,9.0,-3207.0,822.0,1240.0,3.0,123.0,0.5,1.0
76,9.0,-4463.0,906.0,1495.0,5.0,159.0,0.5,1.0
77,5.0,-2553.0,798.0,770.0,2.0,123.0,0.5,1.0
78,8.0,-550.0,952.0,1481.0,3.0,82.0,0.5,0.0
80,5.0,-929.0,982.0,1058.0,5.0,135.0,0.5,0.0
84,7.0,-1554.0,702.0,593.0,3.0,89.0,0.5,0.0
87,11.0,-1790.0,681.0,1012.0,4.0,90.0,0.5,1.0
88,9.0,-590.0,960.0,1321.0,4.0,132.0,0.5,0.0
90,7.0,-2255.0,674.0,767.0,2.0,73.0,0.5,1.0
97,11.0,-3909.0,559.0,1312.0,4.0,131.0,0.5,1.0
104,10.0,-4157.0,998.0,1389.0,5.0,87.0,0.5,1.0
107,3.0,-1467.0,637.0,1067.0,4.0,140.0,0.5,0.0
112,3.0,-894.0,654.0,1277.0,5.0,96.0,0.5,0.0
113,11.0,-3816.0,811.0,1159.0,3.0,110.0,0.5,1.0
114,10.0,-4778.0,806.0,555.0,2.0,125.0,0.5,1.0
116,7.0,-3896.0,902.0,876.0,3.0,94.0,0.5,0.0
122,3.0,-1137.0,952.0,844.0,3.0,83.0,0.5,0.0
127,5.0,-2784.0,797.0,969.0,4.0,61.0,0.5,0.0
130,3.0,-1274.0,553.0,1334.0,2.0,125.0,0.5,1.0
132,9.0,-3938.0,547.0,751.0,5.0,152.0,0.5,1.0
133,4.0,-3684.0,812.0,1255.0,3.0,151.0,0.5,0.0
135,7.0,-382.0,799.0,1296.0,3.0,149.0,0.5,1.0
137,8.0,-3898.0,722.0,1176.0,2.0,61.0,0.5,1.0
139,4.0,-3296.0,540.0,1008.0,2.0,140.0,0.5,1.0
140,6.0,-1364.0,885.0,1158.0,4.0,159.0,0.5,0.0
141,4.0,-921.0,512.0,1043.0,2.0,61.0,0.5,1.0
142,10.0,-2955.0,962.0,1401.0,2.0,83.0,0.5,1.0
143,6.0,-719.0,568.0,766.0,2.0,112.0,0.5,1.0
144,6.0,-3387.0,840.0,812.0,4.0,147.0,0.5,0.0
149,9.0,-521.0,915.0,1094.0,5.0,116.0,0.5,0.0
151,9.0,-739.0,700.0,1402.0,2.0,124.0,0.5,1.0
154,8.0,-4027.0,588.0,534.0,2.0,75.0,0.5,1.0
156,4.0,-1864.0,664.0,1136.0,4.0,70.0,0.5,0.0
159,5.0,-2370.0,972.0,1187.0,5.0,72.0,0.5,0.0
162,11.0,-2658.0,534.0,1352.0,5.0,78.0,0.5,1.0
167,6.0,-703.0,606.0,657.0,5.0,145.0,0.5,0.0
168,10.0,-1433.0,807.0,951.0,2.0,122.0,0.5,1.0
169,5.0,-3151.0,798.0,957.0,4.0,79.0,0.5,0.0
172,4.0,-4302.0,777.0,666.0,2.0,143.0,0.5,1.0
173,7.0,-170.0,803.0,1261.0,4.0,148.0,0.5,1.0
176,9.0,-3249.0,666.0,816.0,2.0,147.0,0.5,1.0
177,10.0,-2202.0,873.0,838.0,4.0,75.0,0.5,0.0
178,8.0,-1759.0,844.0,1109.0,3.0,129.0,0.5,1.0
180,3.0,-4445.0,878.0,1027.0,3.0,105.0,0.5,1.0
192,7.0,-4516.0,869.0,776.0,5.0,97.0,0.5,0.0
193,6.0,-4438.0,729.0,1332.0,2.0,64.0,0.5,1.0
197,10.0,-562.0,521.0,958.0,4.0,121.0,0.5,0.0
198,10.0,-4913.0,916.0,700.0,3.0,80.0,0.5,1.0
199,6.0,-1177.0,983.0,1246.0,2.0,128.0,0.5,1.0
202,11.0,-861.0,916.0,1461.0,4.0,89.0,0.5,1.0
203,7.0,-4980.0,870.0,1388.0,5.0,140.0,0.5,1.0
205,7.0,-926.0,500.0,847.0,3.0,88.0,0.5,1.0
206,4.0,-4858.0,769.0,1382.0,5.0,93.0,0.5,0.0
209,5.0,-4547.0,716.0,1186.0,5.0,158.0,0.5,1.0
214,7.0,-2569.0,906.0,1004.0,3.0,86.0,0.5,0.0
215,10.0,-734.0,690.0,689.0,5.0,159.0,0.5,0.0
218,3.0,-2074.0,961.0,1086.0,3.0,109.0,0.5,0.0
219,9.0,-1641.0,614.0,1185.0,2.0,149.0,0.5,1.0
229,7.0,-3985.0,648.0,972.0,5.0,148.0,0.5,1.0
231,4.0,-1445.0,617.0,506.0,3.0,77.0,0.5,1.0
232,9.0,-1889.0,566.0,969.0,2.0,122.0,0.5,1.0
237,10.0,-1963.0,700.0,1427.0,4.0,99.0,0.5,1.0
244,7.0,-2035.0,865.0,1350.0,5.0,128.0,0.5,0.0
247,11.0,-3079.0,632.0,1418.0,4.0,109.0,0.5,1.0
249,3.0,-2835.0,501.0,701.0,5.0,159.0,0.5,0.0
250,8.0,-322.0,706.0,1482.0,5.0,85.0,0.5,0.0
257,10.0,-3291.0,981.0,720.0,5.0,74.0,0.5,0.0
266,3.0,-377.0,601.0,1408.0,5.0,68.0,0.5,0.0
268,11.0,-4595.0,869.0,1207.0,5.0,121.0,0.5,1.0
271,5.0,-3959.0,702.0,1456.0,4.0,66.0,0.5,1.0
275,11.0,-4701.0,792.0,1142.0,3.0,89.0,0.5,1.0
279,9.0,-3584.0,561.0,529.0,4.0,86.0,0.5,1.0
283,6.0,-3745.0,672.0,1474.0,4.0,99.0,0.5,1.0
289,3.0,-1097.0,667.0,1458.0,3.0,142.0,0.5,1.0
297,4.0,-4854.0,524.0,1339.0,5.0,122.0,0.5,1.0
298,11.0,-180.0,962.0,596.0,5.0,154.0,0.5,1.0
302,10.0,-2975.0,705.0,588.0,2.0,70.0,0.5,1.0
304,4.0,-3401.0,878.0,1171.0,2.0,94.0,0.5,1.0
313,4.0,-4116.0,853.0,551.0,2.0,146.0,0.5,1.0
316,7.0,-489.0,821.0,1242.0,2.0,123.0,0.5,1.0
320,3.0,-773.0,621.0,878.0,5.0,101.0,0.5,0.0
325,7.0,-4647.0,781.0,1193.0,2.0,118.0,0.5,1.0
333,3.0,-4495.0,613.0,592.0,3.0,100.0,0.5,0.0
335,8.0,-2534.0,639.0,545.0,3.0,146.0,0.5,1.0
337,3.0,-2804.0,759.0,559.0,5.0,154.0,0.5,0.0
339,9.0,-4841.0,635.0,670.0,2.0,114.0,0.5,1.0
342,5.0,-483.0,830.0,501.0,3.0,143.0,0.5,1.0
343,5.0,-3536.0,709.0,1243.0,4.0,149.0,0.5,1.0
346,7.0,-1375.0,746.0,933.0,5.0,157.0,0.5,0.0
348,9.0,-4256.0,860.0,1099.0,5.0,119.0,0.5,1.0
349,6.0,-3477.0,553.0,959.0,3.0,119.0,0.5,1.0
350,8.0,-4446.0,596.0,905.0,2.0,119.0,0.5,1.0
353,11.0,-2327.0,545.0,801.0,2.0,69.0,0.5,1.0
354,8.0,-3835.0,775.0,1113.0,3.0,65.0,0.5,1.0
358,4.0,-1815.0,568.0,1008.0,2.0,126.0,0.5,1.0
363,7.0,-253.0,911.0,1491.0,4.0,73.0,0.5,0.0
364,9.0,-864.0,999.0,1218.0,2.0,119.0,0.5,1.0
367,4.0,-2663.0,903.0,1145.0,2.0,98.0,0.5,1.0
369,7.0,-2464.0,866.0,822.0,4.0,100.0,0.5,0.0
376,4.0,-1797.0,811.0,733.0,5.0,147.0,0.5,0.0
377,4.0,-4702.0,627.0,1189.0,3.0,106.0,0.5,1.0
378,8.0,-2042.0,718.0,1402.0,3.0,80.0,0.5,1.0
380,7.0,-1880.0,722.0,1449.0,2.0,136.0,0.5,1.0
381,6.0,-2368.0,603.0,1492.0,3.0,118.0,0.5,1.0
387,4.0,-536.0,659.0,586.0,4.0,80.0,0.5,0.0
391,5.0,-1303.0,770.0,588.0,2.0,71.0,0.5,1.0
393,8.0,-4814.0,778.0,642.0,4.0,139.0,0.5,0.0
397,9.0,-4281.0,542.0,634.0,2.0,145.0,0.5,1.0
400,8.0,-3237.0,688.0,1362.0,2.0,123.0,0.5,1.0
405,4.0,-1453.0,811.0,1131.0,3.0,126.0,0.5,1.0
408,10.0,-4600.0,601.0,1031.0,3.0,133.0,0.5,1.0
411,4.0,-1515.0,703.0,1334.0,4.0,120.0,0.5,0.0
412,9.0,-4838.0,971.0,1249.0,4.0,73.0,0.5,1.0
413,6.0,-2930.0,582.0,1494.0,4.0,119.0,0.5,1.0
416,5.0,-2374.0,578.0,1025.0,5.0,137.0,0.5,0.0
417,6.0,-2123.0,709.0,870.0,2.0,145.0,0.5,1.0
429,11.0,-2517.0,606.0,975.0,3.0,123.0,0.5,1.0
431,11.0,-3284.0,700.0,876.0,2.0,117.0,0.5,1.0
438,8.0,-4142.0,755.0,553.0,4.0,80.0,0.5,0.0
441,5.0,-4070.0,686.0,1035.0,5.0,113.0,0.5,0.0
443,5.0,-2816.0,627.0,696.0,5.0,85.0,0.5,0.0
445,7.0,-1971.0,544.0,1496.0,3.0,125.0,0.5,1.0
448,10.0,-2522.0,813.0,966.0,4.0,144.0,0.5,1.0
449,6.0,-4886.0,884.0,1177.0,5.0,122.0,0.5,0.0
450,10.0,-3586.0,522.0,1366.0,5.0,121.0,0.5,1.0
452,3.0,-1951.0,687.0,1133.0,5.0,73.0,0.5,0.0
454,4.0,-2509.0,699.0,603.0,2.0,95.0,0.5,1.0
455,7.0,-3857.0,813.0,953.0,3.0,122.0,0.5,1.0
457,6.0,-4382.0,665.0,1129.0,2.0,133.0,0.5,1.0
459,7.0,-3786.0,715.0,1283.0,2.0,116.0,0.5,1.0
461,11.0,-1571.0,515.0,1099.0,3.0,149.0,0.5,1.0
462,5.0,-4190.0,626.0,1218.0,2.0,128.0,0.5,1.0
464,9.0,-4494.0,841.0,1356.0,3.0,74.0,0.5,1.0
465,7.0,-3522.0,735.0,1461.0,4.0,83.0,0.5,1.0
466,5.0,-1579.0,698.0,874.0,3.0,118.0,0.5,0.0
470,3.0,-4118.0,734.0,1289.0,5.0,144.0,0.5,0.0
472,8.0,-3716.0,677.0,1000.0,3.0,74.0,0.5,1.0
476,5.0,-376.0,538.0,1048.0,2.0,117.0,0.5,1.0
484,3.0,-123.0,739.0,1422.0,4.0,95.0,0.5,1.0
486,5.0,-3199.0,660.0,1167.0,3.0,94.0,0.5,1.0
497,9.0,-766.0,576.0,1282.0,3.0,136.0,0.5,1.0
500,4.0,-1749.0,991.0,1385.0,2.0,105.0,0.5,1.0
503,5.0,-3000.0,522.0,1032.0,5.0,102.0,0.5,0.0
504,4.0,-1969.0,589.0,541.0,2.0,64.0,0.5,1.0
507,7.0,-1595.0,995.0,1451.0,2.0,96.0,0.5,1.0
508,11.0,-1773.0,528.0,1049.0,2.0,148.0,0.5,1.0
510,9.0,-411.0,908.0,1036.0,3.0,107.0,0.5,0.0
513,4.0,-254.0,723.0,697.0,4.0,134.0,0.5,1.0
515,6.0,-3352.0,719.0,1266.0,3.0,123.0,0.5,1.0
517,9.0,-1771.0,569.0,649.0,3.0,92.0,0.5,0.0
518,8.0,-3604.0,504.0,879.0,4.0,66.0,0.5,1.0
522,4.0,-2402.0,673.0,1063.0,4.0,77.0,0.5,0.0
523,11.0,-3770.0,553.0,983.0,2.0,89.0,0.5,1.0
526,3.0,-1772.0,995.0,991.0,5.0,103.0,0.5,0.0
533,8.0,-213.0,675.0,633.0,5.0,118.0,0.5,1.0
534,8.0,-1854.0,829.0,1325.0,2.0,130.0,0.5,1.0
538,8.0,-3671.0,788.0,806.0,4.0,102.0,0.5,0.0
543,9.0,-676.0,859.0,1032.0,3.0,95.0,0.5,0.0
544,8.0,-1062.0,514.0,502.0,3.0,115.0,0.5,1.0
546,8.0,-2983.0,790.0,1459.0,3.0,116.0,0.5,1.0
547,7.0,-282.0,950.0,1250.0,5.0,118.0,0.5,1.0
550,6.0,-4048.0,902.0,1280.0,5.0,116.0,0.5,0.0
556,9.0,-3089.0,589.0,1131.0,4.0,77.0,0.5,1.0
561,6.0,-3078.0,823.0,763.0,5.0,159.0,0.5,0.0
562,3.0,-2533.0,559.0,890.0,2.0,68.0,0.5,1.0
566,4.0,-4709.0,826.0,886.0,4.0,159.0,0.5,0.0
570,4.0,-1858.0,558.0,1014.0,5.0,108.0,0.5,0.0
571,11.0,-3153.0,582.0,1254.0,5.0,80.0,0.5,1.0
575,11.0,-1232.0,925.0,732.0,5.0,145.0,0.5,0.0
576,9.0,-2340.0,557.0,1469.0,3.0,122.0,0.5,1.0
579,10.0,-1865.0,738.0,1496.0,3.0,114.0,0.5,1.0
580,10.0,-1760.0,651.0,942.0,2.0,142.0,0.5,1.0
582,9.0,-3315.0,893.0,1437.0,4.0,104.0,0.5,1.0
584,7.0,-4426.0,569.0,1175.0,3.0,154.0,0.5,1.0
587,4.0,-4681.0,738.0,1036.0,4.0,72.0,0.5,0.0
594,7.0,-4778.0,823.0,1460.0,4.0,76.0,0.5,1.0
595,6.0,-1538.0,939.0,1191.0,3.0,139.0,0.5,0.0
597,5.0,-2447.0,964.0,1472.0,2.0,157.0,0.5,1.0
599,6.0,-1300.0,836.0,1466.0,4.0,148.0,0.5,0.0
602,10.0,-1229.0,524.0,1145.0,3.0,127.0,0.5,1.0
603,4.0,-3924.0,951.0,672.0,2.0,131.0,0.5,1.0
606,4.0,-4300.0,881.0,1161.0,2.0,128.0,0.5,1.0
608,6.0,-4372.0,760.0,1262.0,3.0,65.0,0.5,1.0
611,4.0,-865.0,916.0,885.0,4.0,66.0,0.5,0.0
617,6.0,-3899.0,892.0,588.0,5.0,108.0,0.5,0.0
621,11.0,-4197.0,893.0,540.0,2.0,64.0,0.5,1.0
623,6.0,-3100.0,673.0,1312.0,5.0,85.0,0.5,1.0
625,7.0,-2328.0,887.0,758.0,3.0,78.0,0.5,0.0
626,8.0,-1236.0,918.0,1357.0,2.0,63.0,0.5,1.0
627,10.0,-1058.0,837.0,763.0,2.0,133.0,0.5,1.0
631,5.0,-4353.0,502.0,910.0,2.0,151.0,0.5,1.0
632,10.0,-1121.0,736.0,969.0,5.0,150.0,0.5,0.0
633,5.0,-2325.0,911.0,1169.0,2.0,159.0,0.5,1.0
634,4.0,-3065.0,631.0,840.0,2.0,115.0,0.5,1.0
635,10.0,-1269.0,848.0,656.0,2.0,100.0,0.5,1.0
640,6.0,-890.0,708.0,1000.0,2.0,133.0,0.5,1.0
642,3.0,-638.0,705.0,958.0,3.0,118.0,0.5,1.0
643,3.0,-2654.0,696.0,984.0,3.0,112.0,0.5,0.0
645,10.0,-404.0,769.0,1288.0,3.0,110.0,0.5,0.0
